0,92,67
1,87,66
2,88,70
3,87,69
4,86,69
5,84,69
6,83,68
7,84,69
8,84,69
9,86,68
10,85,67
11,84,68
12,85,69
13,87,69
14,85,67
15,86,65
16,86,64
17,87,62
18,88,62
19,89,67
20,88,66
21,89,67
22,90,65
23,92,62
24,88,63
25,90,62
26,92,65
27,92,62
28,94,60
29,93,58
30,92,58
31,94,59
32,95,60
33,94,62
34,94,61
35,93,62
36,96,62
37,95,62
38,96,60
39,94,58
40,94,58
41,93,60
42,90,63
43,88,62
44,87,66
45,81,67
46,77,65
47,75,65
48,75,69
49,72,69
50,69,71
51,67,72
52,67,73
53,65,72
54,62,72
55,61,74
56,63,75
57,60,75
58,62,78
59,63,77
60,63,73
61,63,75
62,63,74
63,63,75
64,64,75
65,66,76
66,66,74
67,67,74
68,67,74
69,66,75
70,69,76
71,67,76
72,68,72
73,65,66
74,67,68
75,69,66
76,69,65
77,69,59
78,70,59
79,70,59
80,71,59
81,75,59
82,77,60
83,77,61
84,84,61
85,87,58
86,91,59
87,92,56
88,97,58
89,100,57
90,104,58
91,106,56
92,111,57
93,111,56
94,113,56
95,114,52
96,111,55
97,110,56
98,109,55
99,109,59
100,107,61
101,105,63
102,104,61
103,99,64
104,96,62
105,91,60
106,90,61
107,86,63
108,84,62
109,82,62
110,81,62
111,79,58
112,79,59
113,79,60
114,77,59
115,78,60
116,77,61
117,75,60
118,75,60
119,77,58
120,76,58
121,76,58
122,76,58
123,75,60
124,77,60
125,76,61
126,76,61
127,77,57
128,74,57
129,75,57
130,75,58
131,75,55
132,74,54
133,74,56
134,76,55
135,76,55
136,76,55
137,75,57
138,75,58
139,78,57
140,78,56
141,79,58
142,79,57
143,83,59
144,81,57
145,81,58
146,82,58
147,80,56
148,81,53
149,82,55
150,83,55
151,82,55
152,80,57
153,82,55
154,82,54
155,81,56
156,82,54
157,82,57
158,83,57
159,82,58
160,79,54
161,82,59
162,82,61
163,83,60
164,82,58
165,84,59
166,84,59
167,83,62
168,84,60
169,83,58
170,84,62
171,84,65
172,85,62
173,85,62
174,86,65
175,87,66
176,85,65
177,87,64
178,86,64
179,86,66
180,86,63
181,86,63
182,86,66
183,88,66
184,89,65
185,91,66
186,92,69
187,92,68
188,94,69
189,95,71
190,96,70
191,100,74
192,102,75
193,103,73
194,105,77
195,106,78
196,107,78
197,108,80
198,110,82
199,109,86
200,111,88
201,113,90
202,116,91
203,116,89
204,117,88
205,118,88
206,121,89
207,121,85
208,120,80
209,119,78
210,116,77
211,113,72
212,111,67
213,104,64
214,99,63
215,92,60
216,86,60
217,82,62
218,76,62
219,73,57
220,69,59
221,66,59
222,63,59
223,61,59
224,59,61
225,59,60
226,59,60
227,58,59
228,60,62
229,61,63
230,62,63
231,64,67
232,67,66
233,73,68
234,74,69
235,77,70
236,82,72
237,83,72
238,86,72
239,88,73
240,90,71
241,93,71
242,92,73
243,95,73
244,93,73
245,94,73
246,94,73
247,95,71
248,94,73
249,93,71
250,91,70
251,88,68
252,88,67
253,86,66
254,85,67
255,85,67
256,84,64
