0,92,67
1,91,67
2,90,68
3,90,68
4,92,66
5,93,65
6,93,66
7,93,66
8,93,65
9,92,66
10,91,64
11,91,64
12,92,64
13,92,64
14,92,64
15,92,61
16,93,60
17,95,61
18,94,61
19,94,59
20,95,58
21,95,58
22,95,56
23,96,55
24,98,55
25,98,55
26,99,55
27,99,54
28,99,53
29,100,53
30,100,52
31,100,52
32,100,52
33,100,52
34,100,51
35,101,53
36,102,54
37,102,54
38,102,54
39,100,54
40,99,53
41,98,54
42,96,54
43,92,55
44,88,55
45,85,58
46,83,60
47,79,61
48,76,61
49,74,62
50,71,63
51,68,64
52,66,65
53,63,71
54,55,68
55,53,68
56,50,68
57,47,68
58,44,68
59,41,68
60,37,68
61,34,68
62,31,67
63,28,67
64,24,67
65,21,67
66,18,67
67,65,69
68,68,70
69,71,71
70,74,72
71,65,66
72,68,64
73,71,63
74,70,62
75,69,57
76,70,55
77,72,53
78,75,51
79,78,51
80,81,51
81,83,49
82,86,47
83,90,46
84,94,45
85,96,46
86,99,46
87,103,46
88,106,46
89,108,46
90,111,47
91,114,47
92,117,48
93,117,47
94,117,46
95,118,45
96,119,45
97,120,44
98,121,44
99,114,48
100,112,50
101,110,52
102,107,53
103,103,54
104,99,55
105,96,53
106,93,53
107,91,54
108,89,53
109,86,51
110,83,50
111,82,50
112,81,49
113,80,49
114,80,50
115,79,48
116,79,47
117,78,47
118,78,47
119,77,47
120,77,47
121,77,48
122,77,49
123,78,49
124,78,49
125,78,49
126,77,49
127,76,49
128,76,48
129,76,48
130,76,48
131,75,48
132,75,48
133,75,48
134,75,49
135,76,49
136,77,49
137,77,49
138,77,47
139,77,46
140,79,47
141,80,48
142,80,48
143,81,49
144,82,49
145,83,49
146,84,49
147,85,49
148,85,49
149,85,49
150,85,49
151,85,49
152,84,48
153,84,48
154,84,48
155,83,47
156,83,47
157,84,48
158,85,49
159,84,48
160,84,48
161,85,49
162,85,49
163,86,50
164,84,51
165,84,52
166,85,52
167,86,53
168,86,54
169,86,55
170,87,55
171,87,58
172,87,58
173,87,58
174,87,58
175,88,60
176,88,61
177,87,61
178,87,61
179,89,61
180,90,60
181,90,60
182,91,59
183,93,58
184,93,59
185,93,60
186,96,61
187,98,61
188,100,61
189,102,62
190,105,65
191,108,67
192,110,70
193,111,71
194,112,71
195,113,72
196,115,73
197,116,74
198,117,75
199,119,76
200,120,77
201,122,78
202,123,78
203,124,79
204,126,80
205,127,81
206,128,82
207,130,83
208,131,84
209,133,85
210,134,85
211,135,86
212,137,87
213,109,57
214,104,55
215,98,55
216,90,53
217,83,52
218,78,52
219,73,52
220,69,52
221,68,53
222,66,54
223,63,54
224,61,55
225,60,55
226,60,56
227,62,56
228,64,56
229,66,59
230,69,63
231,73,64
232,77,65
233,81,66
234,85,67
235,89,68
236,93,69
237,97,70
238,100,71
239,98,68
240,100,68
241,103,68
242,105,68
243,108,68
244,110,69
245,103,64
246,101,65
247,101,65
248,99,62
249,97,60
250,96,61
251,94,62
252,92,61
253,91,60
254,90,59
255,89,57
256,87,57
